  Repair and installation of machinery and equipment........;18054;16867;16261;4098;4172;3822;3844;4063;4310;4436;4307;4061;3940;3918;3882;3810;3776;3816;3806;3962;3876;3877;3728;3978;3759;3755;3805;3736;3776;3692;3809;3913;3891;3814;4001;3755;3726;3840;3796;3462;3587;3670;3471;3472;3439;3340;3384;3610;3533;3425;3488;3204;3259;3231;3271;3120;3107;3119;3175;3091;3176;3247;3278;3283;3379;3401;3459;3033;3072;3035;3124;3080;3153;2991;2980;3096;2994;3164;3052;3079;3270;3347;3502;2645;2823;2800;2932;2728;2726;2658;2628;2335;2248;2264;2247;2316;2384;2356;2419;2420;2529;2488;2446;2325;2244;2255;2178;2345;2383;2428;2454;2612;2682;2639;2730;3619;3616;3575;3720;3615;3601;3551;3656;3275;3462;3558;3422;3560;3582;3601;3594;3669;3966;3718;3669;3649;3559;3655;3751;4114;3870;4064;4233;4661;4815;4644;4615;4484;4552;4719;4979;4742;4655;4652;4208;4486;4305;4109;4160;4085;4208;4094;4153;4122;4057;3964;
Electricity, gas and steam..................................;60072;60681;60215;7777;7521;7828;8017;7801;8092;9073;8226;8647;8296;7959;8160;8545;9005;9069;9224;9141;9023;8756;8913;8925;9879;10130;9676;9641;9668;10147;9145;10196;9288;8580;9556;9432;8958;9142;8740;9492;9133;8573;9160;9017;9289;10005;9808;9373;10078;10387;10072;9512;10320;10611;9953;11152;10163;9163;9227;10080;10761;10866;10508;10054;10110;10530;10972;10168;9828;9977;9705;10623;10937;10998;11568;11838;9725;7905;8651;9349;10392;10882;11223;10747;10633;11206;11131;10409;10713;11576;10859;11792;13076;12759;11440;13387;12561;11798;13012;12474;12434;12894;12475;9618;10152;10457;10592;11304;11390;11250;11800;14133;14095;13993;14438;14646;13527;12801;12306;12189;13783;15258;12690;12265;13542;12739;12587;12059;11470;11873;12923;13021;10870;10391;12368;10404;10999;12871;13218;13072;14157;14041;14255;13910;13294;13676;13311;14175;15219;14339;14922;14738;15206;15341;14964;15401;15553;14858;14841;14482;15260;15427;15219;15247;14107;14644;
Water supply, sewerage, waste...............................;18528;18495;19115;3322;3445;3483;3544;3282;3345;3319;3379;2952;3044;3091;3143;3447;3509;3532;3536;3581;3597;3640;3740;3857;3961;3957;3957;4077;4171;4254;4260;4354;4484;4483;4498;4094;4466;4624;4737;4215;4584;4831;4953;4973;4950;5038;4943;5718;5751;5685;5642;5490;5542;5558;5526;5418;5433;5410;5290;5254;5223;5168;5126;4912;4887;4867;4886;4951;4949;4933;4897;4823;4822;4808;4817;4918;4878;4881;4900;5127;5131;5127;5158;5213;5209;5256;5253;5093;5109;5124;5130;5214;5217;5234;5267;5404;5350;5292;5539;5345;5406;5356;5335;5383;5339;5325;5323;5027;4974;5052;5066;5292;5381;5241;5323;5673;5453;5219;5407;4388;4273;4207;4383;4451;4660;4723;4365;4239;4256;4403;4487;4296;4287;4360;4345;4089;4188;4217;4349;4480;4455;4374;4281;4311;4287;4446;4406;4502;4522;4493;4630;4600;4634;4630;4663;4593;4565;4616;4647;4703;4768;4774;4851;4936;4997;5064;
Construction................................................;175526;182191;190553;23577;23533;23022;23128;21466;20832;20757;20839;21936;21565;21649;21406;20822;20829;20923;20991;21258;21386;21504;22034;21568;22842;22323;22580;23059;22218;22496;22946;23638;23352;24135;24156;24970;26107;25977;26002;26490;27810;26030;26933;26686;27378;26932;26774;26735;26464;26090;26329;26387;25504;25527;25792;23297;23101;23299;23167;23768;23248;23183;23575;22400;22105;21888;22923;23148;23723;22597;23710;23829;24760;25824;24813;24792;25667;26767;26418;27629;28027;29175;29557;30387;30707;30912;30194;31153;30729;29687;30524;31778;30670;30298;30771;30485;30314;30558;30523;31559;30628;31054;30686;32202;32035;32116;32332;31663;33393;33738;34320;34236;34409;34996;35077;37358;37287;37216;37499;39208;40416;41559;43374;42771;42555;41468;40780;39627;38616;38698;37771;37270;37455;38173;37823;38017;38299;38560;40066;41890;41494;41207;41487;41568;41730;42465;43238;42568;43087;43513;43114;43281;43858;44227;44082;44565;44640;44838;46099;46647;47302;47634;48323;49082;49931;50490;
Wholesale and retail trade, repair of motor vehicles........;225322;232613;237257;13089;13540;14030;14205;14579;14801;14862;15230;15473;15700;15953;15880;15975;15846;15896;16158;16388;16381;16370;16249;16141;16524;16830;17157;16941;17024;17436;17740;19773;19661;19681;19920;20821;21195;21165;21226;21433;21388;21153;21024;20653;20381;20093;19791;19357;19186;19306;19306;19109;19441;19540;19233;19865;19538;19812;19842;20062;20313;20408;20714;20050;20815;21170;21466;22087;22777;23107;23359;23907;23964;24663;24181;26200;25969;26717;27126;26932;27851;28586;29150;29646;30781;31272;31226;30174;29910;30941;31526;32734;33177;32823;33133;34059;34518;34223;35628;34886;34957;35188;35442;36194;36610;37594;37873;37561;37864;38742;39110;38511;39391;40267;39632;40671;41876;42784;43779;44576;45006;44631;46195;47193;47373;46546;44062;44066;44703;45382;46206;47542;46702;47870;47443;47979;48798;47868;49039;49718;50456;51263;51435;51746;51285;51843;51668;53193;54417;54709;54688;56111;56127;56469;56659;57669;57442;57974;58082;58460;59011;59791;60070;60356;61238;60826;
Transport via pipelines.....................................;18083;17638;18903;158;158;209;221;250;279;359;354;394;419;412;398;349;364;343;361;372;363;354;358;360;364;379;390;381;422;397;426;460;474;495;496;727;636;934;843;878;900;839;940;968;967;996;996;1048;1112;1162;1110;1127;1151;1178;1240;1268;1350;1265;1398;1418;1454;1513;1453;1289;1352;1445;1544;1677;1724;1569;1672;1893;1915;1972;2009;2152;2287;2537;2614;2621;2730;2828;2830;2662;2600;2359;2673;2389;2396;2385;2355;2105;1922;1861;2032;2362;2500;2778;2566;2661;3456;3235;3147;3065;2841;3241;3445;3513;3517;3104;3518;3661;3696;3598;3635;3786;3708;3907;3803;3679;3984;4199;4295;4227;4043;3771;4209;3944;3922;4079;3890;4284;4249;3490;4352;3814;3524;3958;3897;4554;4614;4366;4403;4213;4365;4415;4099;4052;4261;4159;4505;4440;4055;5010;4603;4568;4708;3793;4493;4556;4924;4921;4567;4465;4337;4762;
Ocean transport.............................................;26132;28326;28938;16926;16865;16608;18445;14120;15693;16781;17972;18300;18653;17871;17617;21126;20918;22179;21052;18809;19077;18357;19264;18936;18036;18348;18029;20772;20965;22543;22967;20957;21828;20422;21324;18937;17816;16835;17288;11866;12329;11474;11114;11924;11981;12105;11740;14213;14539;14982;15727;17672;17867;17965;18745;18652;18406;19015;18342;16961;17056;17995;16137;16958;16692;16606;16807;16770;17862;18198;17532;18492;18065;18006;18359;18006;18186;18777;19265;18680;19646;19068;19224;19853;20142;20117;20139;19433;18864;19126;19653;21284;20822;21167;21478;16666;16839;17161;16869;16649;16107;15021;15320;14189;14020;13684;12998;12156;11718;11370;10948;10707;10557;10059;9987;9470;9648;9245;9592;7529;7913;7338;7873;5443;5453;5541;5607;5165;4793;5132;5225;4836;4880;4925;4938;5334;5479;5685;6386;5964;6126;6306;6248;6770;6856;6746;6395;6716;7011;6799;6742;6624;6465;6547;6519;7183;6931;7083;7172;7155;7264;7254;7265;7344;7313;7338;
Transport activities excl. ocean transport..................;100184;99389;99270;13183;13267;13716;13101;13945;14523;14649;14193;14384;14302;14280;14249;13475;13886;13638;13708;13303;13532;13265;13334;13199;13314;13684;13696;13707;13854;14278;14060;14773;15047;15093;15092;14642;13672;15318;15132;14601;14750;14650;14951;15279;15231;14802;14350;14454;14328;14636;14871;14892;15482;15172;14867;13951;15664;15047;15441;14645;14874;14758;14841;15191;15767;15929;15938;15562;15568;16080;16353;16499;16673;16558;16773;17588;17552;17805;17784;17945;18405;18122;18023;18607;18395;18586;18916;17911;18177;18584;18813;18105;17795;17816;17955;18753;18216;17148;15778;16205;17537;17249;18116;16867;17296;17161;17394;19519;19469;20105;20291;20776;20776;21421;21624;23325;24314;23977;24226;25333;24908;25549;25512;24163;24354;24308;23612;23428;23620;23683;23316;23374;24365;24774;24031;24745;24926;25344;25314;24663;24385;24805;24261;25192;25142;25596;26089;24727;24473;24825;25882;25155;25270;24997;24870;24979;24528;24517;24553;24699;24903;24811;24851;24729;24981;25119;
Postal and courier activities...............................;10822;10265;9594;2732;2679;2713;2769;2818;2812;2721;2923;2773;2803;2794;2829;2923;3068;3204;3115;3144;3164;3167;3234;3173;2890;2885;2955;2919;2899;2935;3007;3184;3266;3278;3333;3408;3647;3719;3698;3575;3507;3505;3587;3607;3738;3729;3559;3732;3688;3729;3600;3974;3644;3666;3842;3818;3833;3944;4021;3913;4182;4169;4217;4409;4237;4634;4165;4227;4209;4250;4276;4492;4437;4369;4411;4139;4137;4106;4169;4383;4433;4561;4440;4859;5006;4996;4834;4581;4633;4597;4629;4463;4505;4370;4300;3677;3656;3527;3536;3462;3325;3212;3181;3373;3262;3369;3301;3348;3324;3254;3222;3229;3245;3216;3078;2821;2707;2786;2849;2653;2526;2544;2547;2710;2738;2650;2698;2694;2736;2635;2642;2703;2781;2767;2758;2785;2802;2788;2666;2676;2580;2454;2514;3043;2934;2950;2922;2818;2733;2844;2802;2794;2641;2726;2732;2647;2551;2486;2439;2412;2404;2384;2366;2323;2355;2320;
Accommodation and food service activities...................;40348;41497;43010;8714;8642;8662;8591;8320;8319;8403;8405;8445;8213;7989;7840;7558;7396;7030;6782;6259;5973;5794;5715;5777;5788;5790;5807;6056;6054;6043;6206;6299;6494;6754;6258;7085;6947;6867;6691;6867;6939;7005;6893;6718;6644;6534;6563;6037;6028;5997;6047;5951;5936;5874;5911;6001;6077;6108;6062;5954;5941;5981;5919;5813;5793;5833;5881;6172;6296;6353;6347;6626;6684;6726;6806;7052;7172;7292;7262;7339;7538;7673;7873;7628;7573;7748;7844;7980;7980;8046;8127;8049;7864;8272;8228;7988;7882;7553;7624;7773;7741;7563;7581;7285;7133;7125;7203;7556;7474;7406;7353;7402;7694;8049;7939;8186;8290;8607;8884;8905;9007;9050;9253;9243;9295;9092;8938;8881;8693;8616;8490;8398;8492;8479;8389;8572;8606;8691;8830;8733;8608;8753;8981;9026;9264;9238;9259;9472;9642;9702;9653;9798;9853;10131;10365;10432;10258;10383;10345;10553;10695;10887;10912;11012;11096;11096;
Information and communication...............................;113868;116016;117090;2755;2801;2829;2889;2946;2971;2984;3005;3120;3126;3172;3206;3149;3148;3195;3195;3096;3130;3144;3214;3417;3604;3597;3646;3756;3761;3879;3995;4239;4199;4362;4418;4373;4541;4667;4669;4767;4996;4986;5175;5080;5163;5157;5217;5318;5252;5246;5362;5516;5477;5583;5709;6089;6078;6245;6254;6343;6454;6582;6598;6654;6812;6977;7118;7269;7666;7632;7767;7746;7778;7886;8166;8243;8268;8536;8722;8945;9272;9579;9839;10194;10562;10743;11038;11446;12115;12212;12532;12528;12557;12692;13135;13643;13825;14008;14194;14214;14459;14589;14430;14772;14951;15336;15295;16849;16977;17497;17323;17597;18411;18585;18983;18131;18837;19321;20352;20068;20828;21372;21555;21547;21907;22124;22833;22734;22479;22563;22771;24580;24492;24878;25350;25061;25459;25687;25835;25934;26085;26164;26556;26878;27133;27161;27532;27221;27619;27688;27926;28209;28556;28624;28811;28868;28578;28508;28866;28884;29143;29136;29613;29831;30261;30676;
Financial and insurance activities..........................;142358;151061;154637;11331;11457;12444;12543;11311;11656;10918;10810;11016;10689;11188;11459;12751;12405;12120;11717;12178;12791;12138;12457;11590;12493;12494;12564;11706;11920;13243;14323;14477;12902;14008;13522;16237;14655;15282;15307;15982;15512;15860;16427;15924;16162;15951;15475;14917;15182;14011;14662;13772;14787;13950;13165;14141;14697;14578;12197;17030;14761;17127;13718;14316;14527;15761;18618;16352;16431;16041;17204;17669;16602;17626;14910;14633;14965;14877;14160;13152;15036;15234;17639;16791;16276;15170;15888;16823;16604;17647;16671;18023;17982;19104;18420;18860;19662;20102;20927;20834;19910;19485;20249;21063;22846;23023;22444;23612;24764;24216;24020;25261;24887;26729;27728;26928;28759;29127;30316;30611;30650;32080;31879;30077;30761;31326;33173;32394;32047;31498;31720;30768;30591;30992;30297;29395;29668;29797;29744;31076;31061;30134;31081;31718;32251;32204;32804;32881;33673;33903;34068;34836;35206;35911;36312;37437;37305;37814;38097;38389;38626;38666;38785;38902;39426;39356;
Real estate activities......................................;88110;91070;93470;2139;2278;2326;2290;2287;2246;2160;2101;2233;2104;2168;2129;2031;1942;1916;1863;1796;1822;1761;1844;1748;1936;1863;1865;1864;1773;1892;1998;2096;1940;2127;2080;2085;2210;2183;2191;2248;2490;2326;2492;2346;2291;2314;2310;2550;2485;2471;2534;2682;2633;2650;2703;2670;2699;2768;2746;2656;2691;2846;2793;2854;2980;3019;3197;3516;3823;3804;3915;4011;3965;4105;4360;4768;4784;5219;5421;6078;6720;6927;7214;8114;8591;9016;9347;10750;11580;11817;12473;12233;12322;12666;13178;13876;14011;14324;14448;15086;15320;15516;15114;15740;16004;16062;15759;17019;16879;17247;16968;16232;16404;16537;17403;15823;16583;16638;18769;16714;17391;17533;18915;18564;16777;18379;17391;19621;20102;19753;20145;19415;19539;19536;19120;20590;20472;19989;19812;21220;20819;21352;20919;21028;21176;21444;21471;21608;21710;21573;21960;22252;22238;21948;21628;22317;22436;22577;22913;23017;23143;23452;23645;23988;24224;24292;
Dwelling services...........................................;130542;130697;133473;17069;17238;17469;17429;17995;18086;18229;18186;18255;18502;18420;18467;18600;18514;18447;18627;18767;18870;18974;18922;18558;18628;18693;18772;18644;18866;18949;18854;18504;18482;18524;18402;18302;18138;18108;18187;18180;18056;18108;18378;19556;19815;20087;20357;22226;22451;22860;22893;23125;23227;23469;23486;23638;23626;23678;23550;23146;23408;23266;23521;23626;23674;23743;23694;23315;23303;23337;23455;23667;23775;23971;23836;23658;23835;23792;23620;23237;22970;22781;22856;23207;23004;22864;23159;23472;23529;23624;23681;24055;24307;24502;24498;24374;24445;24519;24604;24462;24425;24411;24490;23755;23561;23414;23791;23561;23727;24022;24214;24512;24715;24852;25218;25827;26184;26547;26550;27142;27564;28237;27968;28073;28203;27961;27894;26853;26570;26383;27109;27720;27707;27851;27919;28429;28492;28603;28768;28300;28921;29142;29332;30458;30432;30527;30576;30688;30745;31073;31560;32222;32568;32828;33159;32574;32675;32627;32896;33081;33252;33480;33677;33937;34141;34353;
Professional, scientific and technical activities...........;128401;123861;125778;6417;6907;7378;7418;8132;8279;8220;8150;10192;9924;10540;10540;9920;9771;9907;9788;9557;9966;9868;10485;9727;11086;10856;10998;12863;12679;13623;14514;14719;14209;15521;15175;15892;17090;16867;16762;15289;17522;16052;16834;16866;16910;16645;16266;16223;15658;15389;15453;13976;13865;13658;13670;14098;13939;14130;13906;14680;14815;15426;14978;15457;16110;16017;16741;16042;17416;16927;16979;17423;16965;17088;17566;17630;17304;18306;18298;18628;19713;19781;19828;19065;19681;19904;19927;18495;19462;19192;19692;20112;19825;19815;20227;21273;21151;21169;21151;21584;21242;21464;20856;20964;21350;21250;20865;21949;21957;22354;22001;22825;22741;23407;24239;24148;25443;26172;28211;27126;27998;29594;29205;29139;30256;30666;31883;30248;30772;28143;29069;29525;29909;29608;29364;29004;29718;29869;29124;30678;31057;31820;32912;32967;32356;32567;33190;33401;33292;32994;33235;31952;31991;32393;32127;31662;30663;29879;30416;30895;31274;31318;31887;32212;32814;33364;
Administrative and support service activities...............;75971;75168;79199;3044;3172;3285;3282;3447;3432;3349;3314;3036;2969;3003;3022;3212;3136;3142;3129;3105;3209;3176;3307;3149;3468;3422;3428;3956;3874;4097;4294;4495;4328;4609;4522;4118;4311;4273;4256;3936;4368;4103;4265;4735;4697;4631;4540;4425;4274;4220;4309;4291;4304;4294;4278;4376;4326;4436;4419;4415;4469;4669;4570;4800;4968;5062;5271;5263;5664;5694;5803;6112;6005;6214;6518;6811;6743;7305;7453;7592;8098;8251;8507;8804;9092;9391;9630;9899;10442;10490;10901;11577;11423;11587;11915;11545;11459;11542;11510;11222;11151;11239;11008;10967;11056;11105;11045;11663;11643;11929;11878;13212;13385;13547;14370;14641;15444;15290;17312;16576;17115;16727;18390;17651;17194;17975;16608;16705;17031;16884;16371;16360;16865;17104;16602;17673;18405;18236;18571;18939;19125;19876;19834;19411;19726;19965;19862;20166;19852;20077;20102;19336;19501;18748;18503;18352;18570;18673;19281;19362;19526;19999;20312;20628;20721;20855;
Public administration and defence...........................;182404;186427;190281;22268;22477;22487;22716;22519;22491;22885;22888;23109;23248;23357;23213;24276;24508;24722;24705;24703;24830;24907;25329;25409;26603;25672;26302;26952;26266;26539;26343;27298;26774;27582;27275;26601;28211;27753;27839;27068;29972;27648;28430;28388;29299;29035;29164;29840;29159;29700;30609;31297;31558;31870;31875;33012;33057;33983;33502;34078;34624;34593;34699;34943;35339;35075;35484;34846;36549;35220;36144;35418;34716;35003;35312;35350;35116;35222;35020;35031;36023;35190;35240;35844;35359;35233;35533;35449;36642;35851;35746;35853;35456;35344;35348;35024;34830;34701;34800;34220;33634;34001;33028;34001;34134;34006;33402;33444;33786;34123;34842;34112;34703;33699;34460;34337;33960;34631;34714;34929;35206;35509;35678;36658;35866;36323;36818;36977;38181;38205;38555;39696;39604;39034;39029;40077;40346;40894;41256;41616;41476;41484;41263;41145;41394;41596;41713;43127;43480;43848;44216;45260;45441;45737;45967;46297;46453;46708;46966;46953;47446;47756;48121;48299;48572;48827;
Education...................................................;143258;149941;153778;16082;17924;18546;17667;18058;18035;18297;18453;18682;19113;18342;19200;19427;19296;19905;20024;20287;19761;21231;20422;19974;21017;22313;20037;20981;20726;21004;21014;21614;21447;20938;22148;19954;24285;22061;22395;22687;22950;23004;23017;22804;22925;24712;22330;21841;24831;23417;24270;24773;23405;23574;23679;22688;25030;24716;24566;25232;24041;25820;24336;25711;25218;23120;26738;23017;26318;27664;27005;26359;24990;26746;25626;26440;26333;27030;26653;24855;29366;27267;27988;28226;28052;28701;28862;27942;30113;28893;29790;29924;29148;30196;29050;30019;29124;30351;30009;27827;31109;30994;29254;30099;30047;31311;29824;30378;29958;30446;31472;29760;33430;30337;32274;32883;31443;30731;31356;33213;31988;31681;32252;31389;32522;33896;31736;31963;32441;33468;32844;34166;33553;33558;33515;34070;34038;33964;34092;34385;34333;34223;34872;35277;35263;35580;35548;35413;35454;35600;35489;35686;35754;35792;36011;36787;37287;37792;38000;38094;38338;38424;38900;39139;39270;39481;
Health and care services....................................;315295;318578;324774;28919;28879;28896;29210;30783;31165;31547;31884;32067;32354;33193;33310;33452;33811;33757;34100;33522;34208;34571;34901;35119;35006;35217;35526;35943;36005;35894;36104;36348;36346;37186;37375;37369;38846;37616;37865;38595;40318;39874;39942;40706;40317;41085;40973;40844;40968;40992;42076;41249;42055;43056;44298;44003;44372;44981;44845;45786;45937;46188;46402;46658;47337;47494;48035;47701;48002;48420;48980;48932;48632;48737;49406;50986;50684;51661;51919;53115;54292;54446;54901;53307;54174;54439;54534;54572;55031;55890;56357;56561;55996;56148;56755;57383;57432;57524;58008;58670;59795;59827;59876;59913;60292;60500;60351;60746;61032;61675;62677;62973;64972;64222;64692;64930;64950;65886;66499;67711;68615;69581;70241;70529;71744;72162;72584;72835;71548;71686;72417;73533;73001;73010;73528;73733;73862;73894;73858;74795;75753;76546;76249;76061;76280;76357;77300;76707;77123;76920;77433;78257;78567;79005;79466;79236;79357;79719;79893;80756;81065;81069;81800;82166;82625;83176;
Arts, entertainment and other service activities............;58529;57504;59091;8096;8182;8309;8364;8023;8022;8039;8137;8326;8485;8493;8524;8652;8574;8611;8600;8517;8472;8520;8662;8784;8937;9022;9061;9084;9178;9213;9349;9626;9644;9798;9739;9823;9921;9905;9951;10260;10308;10220;10222;10195;10327;10392;10331;10134;10048;10128;10089;9960;9928;9966;10095;10169;10158;10356;10210;10329;10435;10471;10550;10579;10578;10663;10802;10926;11143;11188;11199;11276;11361;11456;11503;11980;12050;12247;12268;12345;12347;12394;12639;12692;12741;12827;12896;13005;13118;13197;13191;13450;13540;13597;13550;13465;13401;13382;13445;13933;14033;14115;13866;13327;13356;13341;13289;12836;13045;13216;13102;13130;13366;13179;13162;13596;13345;13225;13284;13765;13449;13369;13640;13648;13708;13709;13636;13348;13416;13497;13626;13585;13360;13264;13553;13598;13502;13450;13722;13728;13685;13645;13822;13796;13974;14047;14241;14482;14233;14443;14612;14598;14555;14425;14941;14499;14272;14156;14280;14559;14709;14815;14938;15022;15200;15336;
Total industries (basic values).............................;2730855;2760533;2811774;260706;265619;270498;269237;270561;271532;282739;288825;298656;292605;285164;292733;296802;298304;295101;293653;297087;296874;296959;298370;302577;310820;311236;311022;321382;324696;334760;339883;343162;339307;349692;351740;355299;349065;362910;364699;361663;374236;364240;370726;373260;367581;371906;372018;372006;378750;381494;383046;380678;385277;381127;396022;396426;400201;397097;401557;410505;410738;418824;413350;411517;418980;427296;438094;440072;446507;440357;458777;453752;458179;468940;474635;479508;479412;495715;487006;499690;512608;511798;518735;524604;528206;516230;520946;524104;525653;535508;545129;553871;545523;550784;549605;555097;554058;564208;567284;559115;572472;562628;571372;569036;566440;574479;574862;595848;595510;585821;592544;602239;606161;611335;608509;613970;614283;620480;625988;629385;626302;636462;644059;638181;637188;637474;641320;633833;624712;627893;626384;639384;635402;617714;634008;631597;628501;639831;639488;654136;654693;643180;649632;650855;656483;661855;660595;664058;668737;672493;680605;677754;681899;690408;682740;689041;686214;680298;694606;696330;702579;706003;707428;710282;713711;718442;
Gross domestic product Mainland Norway (1)..................;2684160;2712752;2767631;263367;266308;267246;272114;273996;274067;276911;280600;284277;280980;281738;282874;287866;287193;285901;287872;289059;288586;287639;288587;290185;293680;295127;299129;304697;301244;307425;322639;324491;320817;324550;327423;328673;339641;336385;335852;335185;343328;336976;342186;337843;335435;334844;333435;329500;328849;328317;334758;334073;332602;332324;335178;337773;338234;340433;338175;346159;346610;348014;350990;352160;353683;355899;365526;363827;369972;370340;375041;379058;379243;385897;384711;396388;393098;400434;401333;402662;420060;421719;429008;428518;433572;436492;439193;438443;441062;447795;451506;458732;455273;459283;460422;469363;465391;463245;470008;470983;475385;476989;472859;475374;477075;484189;482283;496068;499696;506968;512004;514156;528063;528495;538288;543181;549900;553246;569178;576109;578139;592402;596032;591674;600089;602222;588631;586022;586829;585076;589044;598393;596700;599202;598168;603645;608375;611315;615516;627061;628666;632964;637578;642203;642352;648637;653550;654739;660925;662594;666862;668265;670438;671724;670834;675956;673571;674263;679235;684742;689898;693452;699662;702822;707466;709437;
Taxes and subsidies on products.............................;351721;358763;369297;32414;32434;32692;32509;33573;34548;34634;34955;33689;32999;33997;34553;35284;35749;34900;36611;34479;35412;35345;34576;37034;35907;36853;36799;36158;35053;36449;37787;39747;40665;40795;41107;43311;45434;43346;43741;41558;42795;42148;42395;39841;38820;38029;37762;37244;35064;36311;37135;39074;38575;38305;33526;38331;36496;38609;36864;37470;39869;37646;39856;39177;39990;41061;41754;41902;41530;41539;42825;43754;44073;44939;45309;47275;46947;48098;48320;49132;50208;50624;51875;51279;53397;53815;53613;53465;52196;55387;55504;55037;55295;55904;56968;58492;58652;56818;57826;59909;59924;60285;60288;60175;60606;61467;61769;62925;63682;64980;65992;65851;66772;67457;68463;69667;70831;71659;73779;75442;75409;77276;77479;76111;76347;74700;73507;73432;74458;75718;77365;78368;75699;77672;77776;79699;80052;79906;80627;81241;82422;83581;83094;82370;81974;83919;83864;84124;84981;84366;85509;86452;86343;86821;87710;88769;89283;89237;90246;91966;91928;92717;92905;92645;92828;92748;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
General government..........................................;575970;586870;600464;60965;62186;63734;63832;63616;64820;65654;66095;67377;67056;67360;68313;69939;71216;71777;72936;71246;72382;73869;73852;75322;74472;76204;75581;76873;76747;77345;77192;79663;77942;79727;80593;77991;83488;81064;81651;80872;86162;83295;84898;86076;83140;87197;85010;86254;86712;87176;90233;89540;90583;91370;92183;93815;94549;96891;95576;97767;98563;99141;98499;99899;101671;99213;102929;101205;102221;103826;105198;103374;101876;103597;103599;105098;104069;105860;105136;105157;109249;106932;107881;109506;110313;109742;111128;111553;112164;112789;113178;113669;113291;113749;113255;113078;113129;113962;113630;113325;113442;115154;111895;114049;114715;114967;112688;112750;114065;114923;117115;117613;119452;115732;119992;119671;119318;119294;121126;122455;123703;124668;125720;125187;126524;128718;127382;128111;128705;129724;130081;132673;132251;131683;131272;133140;133552;134174;135020;136102;136933;137457;137602;137349;137661;138113;139028;139826;140561;140780;141611;142466;143675;144268;144782;145427;146218;147390;147831;148809;149789;150188;151672;152306;153009;153954;
  Central government........................................;267558;272920;277739;21601;21905;21732;21937;22043;22173;22398;22582;22917;22404;22941;22693;23504;24147;24312;24246;24031;24681;24770;25229;25067;25192;25104;25098;25611;25233;24824;24891;25565;25416;25805;25584;24470;27589;25758;27007;24925;29854;25913;27581;27815;27549;27842;27523;28302;28182;27942;29013;29884;30478;30358;30400;31506;32135;33186;32599;32927;33516;33748;33928;33290;34237;34175;34764;34279;34338;34628;34874;34910;34324;34213;34601;35390;34405;35070;34952;34708;36334;35662;35769;35687;35896;35901;36502;36478;36328;36743;37202;36949;36676;36356;36893;36127;35981;35955;36204;51623;51961;53095;51915;52069;53434;53623;52950;53270;54162;54878;56278;54787;56239;55948;56323;56349;56151;56170;56785;57793;58011;58183;58894;58912;58581;59376;59823;60007;60585;60433;60347;61057;60391;59907;59655;59871;60136;60564;60599;61372;61615;62063;62240;62325;62595;62959;63431;63649;64116;64497;65150;66585;66715;66988;67269;67814;67964;68340;68799;68650;69324;69682;70074;70401;70759;71053;
    Civilian central government.............................;236792;242503;247039;15050;15411;15252;15426;15619;15766;15952;16119;16477;16171;16520;16380;17209;17682;17795;17752;17378;17849;17922;18248;18005;18199;18124;18091;18411;18149;17904;17884;18374;18312;18623;18373;17693;19994;18365;19346;17998;21330;18528;19519;19747;19709;19898;19533;19837;20013;19764;20385;20945;21200;21203;21171;22435;23132;23943;23475;23652;24103;24510;24702;24048;24625;24655;25139;24811;25091;25202;25339;25484;25134;25060;25327;25846;25318;25766;25676;25276;26998;26286;26402;26223;26504;26468;26839;26872;26825;27124;27252;27408;27135;27021;27198;27184;27041;27184;27201;43027;43971;44579;43585;44238;45406;45477;44892;45295;46213;46767;47809;46970;48630;48315;48687;48971;48790;48915;49405;50497;50490;51050;51633;51617;51255;51985;52362;52568;52929;52687;52622;53336;52717;52357;52160;52402;52578;52875;52821;53623;54000;54547;54770;54899;55206;55631;56141;56318;56725;57063;57682;58878;59026;59311;59577;60189;60351;60750;61210;61025;61679;61978;62350;62526;62821;63106;
    Defence.................................................;30781;30417;30700;6082;6254;6085;6142;6139;6015;6074;6083;5990;6003;6039;6018;6028;6109;6172;6192;6375;6427;6449;6566;6535;6841;6530;6714;6772;6595;6653;6663;6743;6679;6901;6866;6239;7229;7157;7306;6555;7844;7178;7600;7278;7554;7540;7562;7815;7768;7864;8153;8492;8594;8750;8647;8469;8637;8739;8602;8809;8789;8776;8695;8861;8992;8989;8962;8773;9078;8797;9066;8943;8652;8717;8822;8870;8694;8809;8771;8720;9106;8907;8839;9040;8881;8995;8993;8947;9341;9114;9082;9170;9031;8906;9009;8658;8503;8403;8305;8331;8258;8213;7969;7900;7947;7943;7828;7921;7847;7926;8129;7595;7896;7425;7548;7468;7207;7262;7373;7393;7341;7200;7296;7357;7311;7455;7422;7419;7697;7752;7604;7759;7727;7572;7346;7489;7622;7563;7828;7625;7607;7591;7454;7624;7200;7354;7290;7273;7447;7462;7522;7599;7750;7746;7702;7625;7613;7590;7590;7625;7645;7704;7725;7875;7939;7946;
